cat,lat,lon,title,description
camping,38.2389,-119.3254,Buckeye Campground,"http://www.fs.usda.gov/recarea/htnf/recreation/camping-cabins/recarea/?recid=65272&actid=29 
 +1-760-932-7070"
camping,38.1736,-119.3042,Craig's Campground,"http://www.recreation.gov/camping/crags-campground/r/campgroundDetails.do?contractCode=NRSO&parkId=70758 
 +1 760 932-7092"
camping,52.6894,1.4298,Salhouse Broad Camping,"http://www.salhousebroad.org.uk/camping.html 
 +44 1603 722775"
camping,51.207013,3.262979,Camping Memling,"http://www.campingmemling.be/ 
 +32 50 35 58 45"
camping,37.6381,-112.1679,North Campground,"https://www.nps.gov/brca/planyourvisit/northcampground.htm 
  "
camping,37.6229,-112.1728,Sunset Campground,"https://www.nps.gov/brca/planyourvisit/sunsetcampground.htm 
  "
camping,37.6682,-112.1596,Ruby's Campground,"http://www.brycecanyoncampgrounds.com/ 
  "
camping,54.19049,-2.09157,Buckden Camping and Pods,"https://buckdencamping.co.uk 
  "
camping,62.55135,7.70239,Åndalsnes Camping,"http://www.andalsnes-camping.com/ 
 +47 71 22 16 29"
camping,63.159479,14.673825,Östersund camping,"http://ostersundscamping.se/en/ 
 +46 63 14 46 15"
camping,60.26416667,18.37861111,Klackskärs camping,"http://www.klackskarscamping.se/ 
 +46 173-21 364"
camping,60.35333333,18.44638889,Gräsöbadens Camping,"http://www.grasobadenscamping.se/ 
 +46 173-331 90"
camping,53.9168387,14.2559838,"Camping nr 44 ""Relax""","http://www.camping-relax.com.pl/en/ 
 +48 91 321 39 12"
camping,41.89876,3.18558,Kim's Camping,"https://www.campingkims.com 
 +34 972 30 11 56"
camping,38.6452,0.0563,Camping Calp Mar,"http://www.campingcalpemar.com/en/ 
 +34 965 875 576"
camping,38.6447,0.0603,Camping Sol de Calpe Austral,"https://www.campingsoldecalpe.com/en 
 +34 900 103 787"
camping,-0.46491,-80.45575,Camping Iguana,"http://camping-iguana.com/ 
  "
camping,52.5617,4.6324,Camping Bakkum,"https://www.campingbakkum.com/ 
 +31 251 661 091"
camping,37.201987,-85.940852,Horse Cave KOA,"http://koa.com/campgrounds/horse-cave/ 
 +1 270-786-2819"
camping,37.13501,-86.03786,Rock Cabin Camping,"http://www.rockcabincamping.com/ 
 +1 270-773-4740"
camping,34.0142,-119.3678,Anacapa Island Campground,"https://www.recreation.gov/camping/anacapa-island/r/campgroundDetails.do?contractCode=NRSO&parkId=70984 
  "
camping,33.4798,-119.0291,Santa Barbara Island Campground,"https://www.recreation.gov/camping/santa-barbara-island/r/campgroundDetails.do?contractCode=NRSO&parkId=70982 
  "
camping,34.0406,-120.349,San Miguel Island Campground,"https://www.recreation.gov/camping/san-miguel-island/r/campgroundDetails.do?contractCode=NRSO&parkId=70983 
  "
camping,33.991,-120.0481,Santa Rosa Island Campground,"https://www.recreation.gov/camping/santa-rosa-island/r/campgroundDetails.do?contractCode=NRSO&parkId=70979 
  "
camping,34.0489,-119.5627,Santa Cruz Island Scorpion Canyon Campground,"https://www.recreation.gov/camping/santa-cruz-scorpion/r/campgroundDetails.do?contractCode=NRSO&parkId=70980 
  "
camping,34.0109,-119.6606,Santa Cruz Island Del Norte Backcountry Campground,"https://www.recreation.gov/camping/santa-cruz-del-norte-backcountry/r/campgroundDetails.do?contractCode=NRSO&parkId=70981 
  "
camping,48.43449,1.499245,Camping “Les Bords De L’Eure”,"http://www.auxbordsdeleure.com 
 +33 237 28 79 43"
camping,46.4667,7.1239,Camping - Au Berceau,"http://www.piscine-camping-restaurant.ch 
 +41 26 924 62 34"
camping,32.39225,117.04535,San Diego Metro KOA,"https://koa.com/campgrounds/san-diego/ 
 +1 800-562-9877"
camping,51.623,-8.877,Desert Camping,"http://deserthousecamping.ie/ 
 +353 23 883 3331"
camping,39.928,-75.734,Philadelphia West Chester KOA,"http://koa.com/campgrounds/philadelphia/ 
  "
camping,52.220386,-117.204602,Columbia Icefields campground,"http://www.pc.gc.ca/eng/pn-np/ab/jasper/activ/ete-summer/camping/info-camping.aspx#columbia 
  "
camping,52.21915,-117.176235,Wilcox Creek campground,"  
  "
camping,53.54,-9.27,"Cong Camping, Caravan & Glamping Park","https://www.congcamping.com/ 
 +353 94 954 6089"
camping,55.5803167,12.6292735,Copenhagen Camping,"http://www.copenhagencamping.dk/ 
 +45 32 94 20 07"
camping,55.70151,12.51341,Bellahøj Camping,"http://www.bellahoj-camping.dk/ukpladsen.htm 
 +45 38 10 11 50"
camping,55.746333,12.5866369,Camping Charlottenlund Fort,"http://www.campingcopenhagen.dk 
 +45 39 62 36 88"
camping,55.80934,12.529489,Nærum Camping,"http://www.camping-naerum.dk 
 +45 45 80 19 57"
camping,55.606905,12.379414,Tangloppen Camping,"http://www.tangloppen.fdmcamping.dk 
 +45 43 54 07 67"
camping,42.8672,-122.1656,Mazama Village Campground,"https://www.nps.gov/crla/planyourvisit/mazama_campground.htm 
  "
camping,43.4608,-113.559,Lava Flow Campground,"https://www.nps.gov/crmo/planyourvisit/camping.htm 
  "
camping,43.4728,-113.5669,Group Campground,"https://www.nps.gov/crmo/planyourvisit/camping.htm 
  "
camping,33.022932,-113.049556,Painted Rock Petroglyph Site,"http://www.blm.gov/az/st/en/prog/recreation/camping/dev_camps/painted_rock.html 
 +1 623-580-5500"
camping,30.93511,35.379709,Camping Neot,"http://campingneot.co.il/?lang=en 
 +972 52-8991147, +972 52-2456651"
camping,41.402061,22.246598,Rockland Camping,"https://www.campingmacedonia.com/ 
 +389 70 343 401"
camping,63.7316,-148.8945,Riley Creek,"https://www.nps.gov/dena/planyourvisit/campground-riley.htm 
  "
camping,63.7166,-149.2589,Savage River,"https://www.nps.gov/dena/planyourvisit/campground-savage.htm 
  "
camping,63.2978,-151.0527,Teklanika River,"https://www.nps.gov/dena/planyourvisit/campground-tek.htm 
  "
camping,63.6118,-149.5709,Igloo Creek,"https://www.nps.gov/dena/planyourvisit/campground-igloo.htm 
  "
camping,63.4574,-150.8612,Wonder Lake,"https://www.nps.gov/dena/planyourvisit/campground-wonder.htm 
  "
camping,38.8318,0.1398,Camping Tolosa,"http://www.campingtolosa.com/?idioma=2 
 +34 965 787 294"
camping,41.709994,-70.143837,Old Chatham Road RV Resort,"https://www.rvonthego.com/massachusetts/old-chatham-road-rv-campground/ 
 +1 508 385-3616"
camping,52.2508,6.1492000000000004,Camp Site De Worp,"http://www.stadscamping.eu 
 +31 570-613601"
camping,44.5816,-104.7066,Belle Fourche River Campground,"https://www.nps.gov/deto/planyourvisit/campgrounds.htm 
  "
camping,49.8662,6.165,Camping de la Sûre,"http://camping.diekirch.lu/en/start/ 
 +352 80 94 25"
camping,47.3212,5.0113,Camping Lac Kir,"http://www.camping-du-lac-dijon.com/ 
 +33 3 80 30 54 01"
camping,57.59748,-4.41996,Dingwall Camping and Caravanning Club Site,"http://www.campingandcaravanningclub.co.uk/campsites/uk/highlands/dingwall/dingwall 
 +44 1349 862236"
camping,40.42161,-109.24611,Green River Campground,"https://www.nps.gov/dino/planyourvisit/greenrivercampground.htm 
  "
camping,40.49602,-109.17623,Rainbow Park Campground,"http://www.nps.gov/dino/planyourvisit/rainbowparkcampground.htm 
  "
camping,40.4435,-109.25499,Split Mountain Group Campground,"https://www.nps.gov/dino/planyourvisit/splitmountaincampground.htm 
  "
camping,40.4477,-108.5137,Deerlodge Park Campground,"http://www.nps.gov/dino/planyourvisit/deerlodgecampground.htm 
  "
camping,40.52092,-108.99547,Echo Park Campground,"http://www.nps.gov/dino/planyourvisit/echoparkcampground.htm 
 +1 435 781-7759"
camping,40.7283,-108.88936,Gates of Lodore Campground,"http://www.nps.gov/dino/planyourvisit/gatesoflodorecampground.htm 
  "
camping,42.66198,18.07064,Camping Solitudo,"http://www.camping-adriatic.com/croatia/dubrovnik/camping/solitudo 
  "
camping,60.2352,19.5461,Käringsunds camping,"http://www.karingsundscamping.se 
 +358 18 383-09"
camping,54.153607,19.39367,Camping No61,"http://www.camping61.com.pl/index_en.html 
 +48 55 6418666"
camping,47.006,-120.5949,Ellensburg KOA Journey,"https://koa.com/campgrounds/ellensburg/ 
 +1 509 925-9313"
camping,36.587236,-6.240833,Camping Playa las Dunas,"https://www.lasdunascamping.com/ 
 +34 956 87 22 10"
camping,56.04434,12.60431,Helsingør Camping,"https://helsingorcamping.dk/en/ 
 +45 4928 4950"
camping,39.2138,-114.8554,Ely KOA,"https://koa.com/campgrounds/ely/ 
 +1 775-289-3413"
camping,49.6314752,10.947598,Camping-Club Rangau e.V.,"  
 +49 91 35 88 66"
camping,55.51278,8.38878,Esbjerg Camping,"http://esbjergcamping.dk/en/ 
 +45 75 15 88 22"
camping,60.239167,24.6575,Espoo Camping Oittaa,"http://www.suncamping.fi 
 +358 9 863 2585"
camping,60.619733,15.655181,Nordic Camping Lugnet,"https://www.nordiccamping.se/vara-anlaggningar/nordic-camping-lugnet/ 
 +46 771-101 200"
camping,55.427,8.389,Rødgaard Camping,"http://rodgaard-camping.dk/ 
 +45 75 16 33 11"
camping,51.264578,-0.770792,Runway's End Outdoor Centre,"http://www3.hants.gov.uk/runwaysend/runwaysend-camping.htm 
 +44 1252 344421"
camping,35.370429,-111.543602,Bonito Campground,"http://www.fs.usda.gov/recarea/coconino/recreation/camping-cabins/recarea/?recid=55072&actid=29 
 +1 928-526-0866"
camping,35.125981,-111.59839,Canyon Vista Campground,"http://www.fs.usda.gov/recarea/coconino/recreation/camping-cabins/recarea/?recid=54954&actid=29 
 +1 928-526-0866"
camping,35.3586,-111.6208,Lockett Meadow Campground,"http://www.fs.usda.gov/recarea/coconino/recreation/camping-cabins/recarea/?recid=55136&actid=29 
 +1 928-526-0866"
camping,35.01639,-111.84972,Fernow Cabin,"http://www.recreation.gov/camping/Fernow_Cabin_Az/r/campgroundDetails.do?contractCode=NRSO&parkId=75336&pstate=AZ 
 +1 928-526-0866"
camping,35.4222,-111.73789,Kendrick Cabin,"http://www.recreation.gov/camping/Kendrick_Cabin_Az/r/campgroundDetails.do?contractCode=NRSO&parkId=75333 
 +1 928-526-0866"
camping,35.234165,-111.576736,Flagstaff KOA,"http://koa.com/campgrounds/flagstaff/ 
 +1 928-526-9926"
camping,60.8634,7.1087,Flåm Camping og Vandrarheim,"http://www.flaam-camping.no/ 
 +47 57 63 21 21"
camping,37.902689,-86.025041,Camp Carlson Army Travel Camp,"https://knox.armymwr.com/programs/carlson-campgrounds 
 +1 502-624-4836"
camping,49.137778,10.873889,Zeltwiese Absberg camping,"https://www.zeltwiese-absberg.de/ 
 +49 157 52681335 (M-F 09:00-17:00)"
camping,56.00088,12.51578,Nyrup Camping,"http://www.nyrupcamping.dk/ 
 +45 4913 9103"
camping,57.4646,10.5276,Nordstrand Camping,"http://www.nordstrand-camping.dk/en/ 
 +45 9842 9350"
camping,43.831056,-70.066568,Recompence Shore Campground,"http://www.freeportcamping.com 
 +1 207-865-9307"
camping,47.99235,7.87339,Camping Hirzberg,"http://www.freiburg-camping.de/ 
 +49 761 35 054"
camping,47.98122,7.88205,Camping Moeslepark,"http://www.camping-freiburg.com 
 +49 761 76 79 333"
camping,38.97351,-0.15097,Camping l'Aventura Playa,"http://www.campinglaventuraplaya.com/ 
 +34 962 818 330"
camping,39.00416,-0.17862,Camping La Naranja,"http://campinglanaranja.com/?lang=en 
  "
camping,48.827857,-64.301521,Camping Baie de Gaspé,"http://www.campingbaiedegaspe.com 
 +1 418-892-5503"
camping,48.970904,-64.453804,Camping des Appalaches,"http://campingdesappalaches.com/en/ 
 +1 418-269-7775"
camping,48.789313,-64.404389,Camping Gaspé,"http://www.campinggaspe.ca/en/ 
 +1 418-368-4800"
camping,48.956616,-64.322835,Camping Griffon,"https://www.campinggriffon.com/en/ 
 +1 418-892-5938"
camping,67.1288,20.6719,Gällivare Camping,"http://www.gallivarecamping.se/?lang=en 
 +46 970-100 10"
camping,51.0465,3.6807,Camping Blaarmeersen,"http://www.blaarmersen.be 
 +32 9 266 81 60"
camping,44.292062,-105.51635,Green Tree's Crazy Woman Campground,"http://www.crazywomancampground.com/ 
 +1-307-682-3665"
camping,44.279704,-105.450033,High Plains Campground,"https://www.highplainscampground.com/ 
 +1-307-687-7339"
camping,58.4509,-135.896,Bartlett Cove Campground,"https://www.nps.gov/glba/planyourvisit/campground.htm 
  "
camping,48.525,-113.9836,Apgar,"http://home.nps.gov/applications/glac/cgstatus/camping_detail.cfm?cg=Apgar 
  "
camping,48.5478,-113.9853,Fish Creek,"http://home.nps.gov/applications/glac/cgstatus/camping_detail.cfm?cg=Fish%20Creek 
  "
camping,48.935797,-114.346127,Kintla Lake,"https://www.nps.gov/applications/glac/cgstatus/camping_detail.cfm?cg=Kintla%20Lake 
  "
camping,48.7967,-113.6773,Many Glacier,"http://home.nps.gov/applications/glac/cgstatus/camping_detail.cfm?cg=Many%20Glacier 
  "
camping,48.7508,-113.4469,St. Mary,"http://home.nps.gov/applications/glac/cgstatus/camping_detail.cfm?cg=St.%20Mary 
  "
camping,51.736,-9.561,Glengarriff Caravan & Camping Park,"https://glengarriff-caravan-camping-park.business.site/ 
 +353 27 63154"
camping,32.978631,35.807477,Keshet Yonatan hosting and camping,"http://www.keshet-yonatan.co.il/%D7%90%D7%95%D7%93%D7%95%D7%AA/ 
 +972 4-685-1100"
camping,51.297396,-116.951741,Golden Municipal Campground,"http://www.tourismgolden.com/accommodations/campgrounds/golden-municipal-campground-and-rv-park 
  "
camping,36.71588,-112.21447,Jacob Lake Campground,"http://www.recreation.gov/camping/jacob-lake-recreation-area/r/campgroundDetails.do?contractCode=NRSO&parkId=75417 
  "
camping,44.1059,-110.6711,Headwaters Campground and RV Park at Flagg Ranch,"http://www.gtlc.com/rv/headwaters-campground 
  "
camping,44.0041,-110.6884,Lizard Creek Campground,"http://www.signalmountainlodge.com/lodge-services/signal-mountain-camping 
  "
camping,43.9056,-110.6413,Colter Bay Campground,"http://www.gtlc.com/camping/colter-bay-campground 
  "
camping,43.8408,-110.6152,Signal Mountain Campground,"http://www.signalmountainlodge.com/lodge-services/signal-mountain-camping 
  "
camping,43.7541,-110.7205,Jenny Lake Campground,"http://www.gtlc.com/camping/jenny-lake-campground 
  "
camping,43.6163,-110.6669,Gros Ventre Campground,"http://www.gtlc.com/camping/gros-ventre-campground 
  "
camping,35.7502,-83.1114,Big Creek Campground,"https://www.nps.gov/grsm/planyourvisit/camping-at-big-creek.htm 
  "
camping,53.203719,6.5342460000000004,Camping Stadspark,"http://campingstadspark.nl/ 
 +31 50 5251624"
camping,49.5816758,-57.9149582,Gros Morne RV Campground,"http://www.grosmornervcampground.com/ 
 +1 709 458-3133 (in season)"
camping,56.95722,8.68793,Hanstholm Camping,"http://www.hanstholmcamping.com 
  "
camping,57.111208,8.668717,Hanstholm Camping,"http://www.hanstholm-camping.dk 
 +45 97 96 51 98"
camping,65.8582,24.1201,Norrskens Hotell & Camping,"http://www.norrskenscamping.se 
 +46 922 123 01"
camping,39.3243527,-77.7316714,Harpers Ferry Marina -boat ramp /river access,"http://www.campingharpersferry.com 
 +1 304 535-2663"
camping,68.7723,16.5786,Harstad Camping,"http://www.harstad-camping.no/?lang=en 
 +47 77 07 36 62"
camping,19.3432,-155.2736,Kulanaokuaiki,"https://www.nps.gov/havo/planyourvisit/kulanaokuaiki-campground.htm 
  "
camping,19.4253,-155.2953,Nāmakanipaio,"https://www.nps.gov/havo/planyourvisit/namakanipaio-campground.htm 
  "
camping,53.3777,-1.9302,Hayfield Campsite,"http://www.campingandcaravanningclub.co.uk/siteseekerlite/aspx/details.aspx?id=7130 
 +44 1663 745394"
camping,36.06359,-115.03373,Las Vegas KOA at Sam's Town,"https://koa.com/campgrounds/las-vegas/ 
  "
camping,55.9238,12.29554,Hillerød Camping,"http://hillerodcamping.dk/en/ 
 +45 4826 4854"
camping,62.2078,6.4749,Hjørundfjord Camping,"http://www.hjorundfjord-camping.no/index_eng.html 
 +47 70 04 00 16"
camping,56.636265,9.781492,Hobro City Camping Gattenborg,"https://www.hobrocamping.dk 
 +45 98523288"
camping,34.923216,-110.14343,Holbrook / Petrified Forest KOA,"http://koa.com/campgrounds/holbrook/ 
 +1 928-524-6689"
camping,52.942,1.1332,Foxhills Camping,"http://www.foxhillscamping.co.uk 
 +44 1263 588253 (between 09:00-18:00)"
camping,34.5244,-93.036,Gulpha Gorge Campground,"https://www.nps.gov/hosp/planyourvisit/campground.htm 
  "
camping,37.3833,-109.0708,Hovenweep Campground,"https://www.nps.gov/hove/planyourvisit/camping.htm 
  "
camping,55.99899,11.96786,Bokildegårds Camping,"http://www.bokildegaardscamping.com/ 
  "
camping,35.00852,25.821263,Camping Koutsounari,"http://www.camping-koutsounari.gr/ 
 +30 2842 061213"
camping,47.5934,-2.8447,Camping municipal Le Vieux Moulin,"http://www.mairie-ileauxmoines.fr/accueil/decouverte/camping_municipal 
 +33 2 97 26 30 68"
camping,-23.14015,-44.16913,Alfa Camping,"http://www.alfacamping.com.br/ 
 +55 24 3361 5745"
camping,-23.18926,-44.31879,Camping do Digão,"https://www.facebook.com/campingdodigaoaventureiro/ 
  "
camping,68.903,27.0715,Uruniemi camping,"http://www.uruniemi.fi 
 +358 50-371-8826"
camping,41.672,-86.9838,Dunewood Campground,"https://www.nps.gov/indu/planyourvisit/campgrounds.htm 
  "
camping,57.46508,-4.23868,Bught caravan and camping site,"http://www.invernesscaravanpark.com 
 +44 1463 236920"
camping,34.002,-116.0196,Belle Campground,"https://www.nps.gov/jotr/planyourvisit/belle-campground.htm 
  "
camping,34.0731,-116.3913,Black Rock Campground,"https://www.nps.gov/jotr/planyourvisit/black-rock-campground.htm 
  "
camping,33.745,-115.8127,Cottonwood Campground,"https://www.nps.gov/jotr/planyourvisit/cottonwood-campground.htm 
  "
camping,34.0173,-116.1626,Hidden Valley Campground,"https://www.nps.gov/jotr/planyourvisit/hidden-valley-campground.htm 
  "
camping,34.0949,-116.1594,Indian Cove Campground,"https://www.nps.gov/jotr/planyourvisit/indian-cove-campground.htm 
  "
camping,33.991933,-116.06238,Jumbo Rocks Campground,"https://www.nps.gov/jotr/planyourvisit/jumbo-rocks-campground.htm 
  "
camping,33.9831,-116.1542,Ryan Campground,"https://www.nps.gov/jotr/planyourvisit/ryan-campground.htm 
  "
camping,34.0002,-116.1203,Sheep Pass Group Campground,"https://www.nps.gov/jotr/planyourvisit/sheep-pass-group-campground.htm 
  "
camping,33.9857,-116.0167,White Tank Campground,"https://www.nps.gov/jotr/planyourvisit/white-tank-campground.htm 
  "
camping,18.44235,-64.75933,Ivans Stressfree Bar and Campground,"http://www.ivanscampground.com/ 
 +1-284-495-9358"
camping,36.461704,29.126597,Sea Valley Bungalows,"http://www.seavalleycamping.com 
 +90 252 642-12-36"
camping,36.463443,29.127627,Sultan Camp,"http://www.sultancamp.com 
 +90 252 642-12-38"
camping,55.73097,10.98719,Elverdams Camping,"http://xn--rsnsnaturcamping-wob53a.dk/ 
 +45 5950 9013"
camping,55.72885,11.11274,Saltbæk Camping,"http://www.kalundborg-camping.dk/ 
 +45 5950 2167"
camping,46.3051881,14.6112235,Kraljev Hrib Camping and Hostel,"http://www.kraljevhrib.si/index.php/en/camping-en 
 +386 41 816 477"
camping,50.63373,-115.10175,Boulton Creek Campground,"http://www.albertaparks.ca/peter-lougheed/information-facilities/camping/boulton-creek.aspx?id=st-camp:6739 
 +1-866-427-3582"
camping,54.93479,23.91781,Kaunas Camping,"http://www.kaunascamping.eu/ 
 +370 618 09 407"
camping,59.9395,20.8824,Sandvik guest harbour & camping,"http://www.sandvik.ax/en/Gästhamn 
 +358 457-342-9242"
camping,59.9395,20.8824,Sandvik guest harbour & camping,"http://www.sandvik.ax/en 
 +358 457-342-9242"
camping,65.8923,24.6284,Törmä Camping,"http://www1.keminmaa.fi/tormacamping/index_en.htm 
  "
camping,46.76574,17.25628,Camping Gärtnerhof,"https://www.campinggartnerhof.eu/english.html 
 +36 83 319-900"
camping,46.7986,17.20782,Camping Rosengarten,"http://campingrosengarten.hu/en 
 +36 30 347-1559"
camping,46.80801,17.21215,Panoráma Camping,"http://panoramacamping.com/ 
 +36 83 330-215"
camping,52.631338,-9.598265,Purecamping,"https://www.purecamping.ie 
 +353 65 905-7953"
camping,69.0473,20.8007,Kilpisjärvi Holiday Village & Camping,"https://www.kilpisjarvicamping.com/front-page.html 
 +358 40 778 9445"
